subid,gender,trial,run,conds,offer_pro,offer_self,offer_tp,RT,choice,
103,1,19,1,1,5,5,5,0.513,1
103,1,20,1,2,7,7,1,0.789,1
103,1,21,1,1,6,5,4,1.07,1
103,1,22,1,2,8,6,1,0.643,1
103,1,23,1,3,7,2,6,0.908,2
103,1,24,1,2,7,6,2,0.914,1
103,1,25,1,4,11,2,2,0.452,1
103,1,26,1,3,7,1,7,0.527,2
103,1,27,1,4,13,1,1,0.705,2
103,1,28,1,4,12,2,1,0.327,2
103,1,29,1,1,6,5,4,0.671,1
103,1,30,1,4,12,1,2,0.72,2
103,1,31,1,3,7,2,6,0.505,2
103,1,32,1,3,8,1,6,0.733,2
103,1,33,1,2,7,7,1,0.428,1
103,1,34,1,3,8,1,6,2.106,2
103,1,35,1,2,7,6,2,0.464,1
103,1,36,1,1,5,5,5,0.633,1
103,1,37,1,2,7,7,1,0.405,1
103,1,38,1,1,6,4,5,0.546,1
103,1,39,1,1,6,4,5,0.39,1
103,1,40,1,1,5,5,5,0.635,1
103,1,1,2,1,6,4,5,0.471,1
103,1,2,2,4,13,1,1,0.368,2
103,1,3,2,2,8,6,1,0.497,1
103,1,4,2,1,6,4,5,0.966,1
103,1,5,2,3,8,1,6,2.239,2
103,1,6,2,2,7,6,2,0.547,1
103,1,7,2,4,11,2,2,1.711,1
103,1,8,2,3,7,2,6,1.607,2
103,1,9,2,3,7,1,7,0.554,2
103,1,10,2,4,13,1,1,0.597,2
103,1,11,2,1,5,5,5,0.725,1
103,1,12,2,3,7,1,7,1.008,2
103,1,13,2,1,6,4,5,0.509,1
103,1,14,2,4,11,2,2,0.4,1
103,1,15,2,3,8,1,6,0.388,2
103,1,16,2,2,7,7,1,0.961,1
103,1,17,2,4,12,2,1,0.494,2
103,1,18,2,2,7,7,1,0.359,1
103,1,19,2,2,7,6,2,0.503,1
103,1,20,2,1,6,5,4,0.582,1
103,1,21,2,3,8,1,6,0.449,2
103,1,22,2,2,7,7,1,0.469,1
103,1,23,2,4,11,2,2,0.412,1
103,1,24,2,3,7,1,7,0.593,2
103,1,25,2,1,5,5,5,0.44,1
103,1,26,2,4,12,2,1,0.426,2
103,1,27,2,2,8,6,1,0.595,1
103,1,28,2,1,6,5,4,0.572,1
103,1,29,2,4,12,1,2,0.639,2
103,1,30,2,1,5,5,5,1.088,1
103,1,31,2,2,7,6,2,0.417,1
103,1,32,2,4,13,1,1,0.414,2
103,1,33,2,4,12,1,2,0.443,2
103,1,34,2,1,5,5,5,0.667,1
103,1,35,2,3,7,1,7,0.722,2
103,1,36,2,3,7,2,6,0.455,2
103,1,37,2,2,7,7,1,0.56,1
103,1,38,2,3,7,2,6,0.745,1
103,1,39,2,1,6,5,4,0.935,1
103,1,40,2,2,8,6,1,0.905,1
104,1,1,1,4,13,1,1,0.836,2
104,1,2,1,3,8,1,6,0.515,2
104,1,3,1,3,7,2,6,0.656,2
104,1,4,1,2,8,6,1,0.571,2
104,1,5,1,3,7,1,7,0.545,2
104,1,6,1,1,6,4,5,0.87,2
104,1,7,1,4,11,2,2,0.917,2
104,1,8,1,1,6,4,5,0.558,2
104,1,9,1,4,13,1,1,0.638,2
104,1,10,1,4,11,2,2,0.618,2
104,1,11,1,4,12,2,1,0.592,2
104,1,12,1,1,5,5,5,0.581,1
104,1,13,1,2,7,6,2,0.55,2
104,1,14,1,1,6,4,5,0.881,2
104,1,15,1,4,11,2,2,0.69,2
104,1,16,1,1,6,5,4,0.666,2
104,1,17,1,4,12,2,1,0.768,2
104,1,18,1,2,7,7,1,0.823,2
104,1,19,1,2,7,7,1,0.668,2
104,1,20,1,1,5,5,5,0.504,1
104,1,21,1,2,7,6,2,0.686,2
104,1,22,1,3,7,1,7,0.48,2
104,1,23,1,3,8,1,6,0.599,2
104,1,24,1,2,7,7,1,0.532,2
104,1,25,1,3,8,1,6,0.614,2
104,1,26,1,3,7,1,7,0.674,2
104,1,27,1,1,6,5,4,0.757,2
104,1,28,1,2,8,6,1,0.718,2
104,1,29,1,3,7,1,7,0.638,2
104,1,30,1,1,5,5,5,0.538,1
104,1,31,1,2,7,6,2,1,2
104,1,32,1,4,12,1,2,0.828,2
104,1,33,1,2,7,7,1,0.766,2
104,1,34,1,4,13,1,1,0.616,2
104,1,35,1,2,8,6,1,1.239,2
104,1,36,1,4,12,1,2,1.086,2
104,1,37,1,1,5,5,5,0.581,1
104,1,38,1,3,7,2,6,0.576,2
104,1,39,1,1,6,5,4,0.819,2
104,1,40,1,3,7,2,6,1.049,2
104,1,1,2,3,7,1,7,0.476,2
104,1,2,2,1,6,5,4,0.618,2
104,1,3,2,4,11,2,2,0.583,2
104,1,4,2,2,7,7,1,0.516,2
104,1,5,2,4,11,2,2,0.778,2
104,1,6,2,1,5,5,5,0.792,1
104,1,7,2,1,6,4,5,0.58,2
104,1,8,2,2,7,6,2,0.521,2
104,1,9,2,2,8,6,1,0.528,2
104,1,10,2,1,5,5,5,0.854,1
104,1,11,2,4,13,1,1,0.574,2
104,1,12,2,4,13,1,1,0.649,2
104,1,13,2,4,12,1,2,1.212,2
104,1,14,2,3,7,1,7,0.659,2
104,1,15,2,2,8,6,1,0.643,2
104,1,16,2,3,8,1,6,0.42,2
104,1,17,2,1,6,5,4,1.225,2
104,1,18,2,2,7,7,1,0.83,2
104,1,19,2,2,8,6,1,1.323,2
104,1,20,2,4,12,2,1,0.714,2
104,1,21,2,3,7,2,6,0.636,2
104,1,22,2,4,11,2,2,0.755,2
104,1,23,2,1,6,5,4,0.945,2
104,1,24,2,1,5,5,5,0.731,1
104,1,25,2,3,7,1,7,1,2
104,1,26,2,2,7,6,2,0.801,2
104,1,27,2,1,6,4,5,0.596,2
104,1,28,2,4,13,1,1,0.566,2
104,1,29,2,3,7,2,6,1.186,2
104,1,30,2,1,6,4,5,0.97,2
104,1,31,2,2,7,7,1,0.875,2
104,1,32,2,3,7,1,7,0.79,2
104,1,33,2,2,7,6,2,1.069,2
104,1,34,2,2,7,7,1,0.922,2
104,1,35,2,3,7,2,6,0.801,2
104,1,36,2,3,8,1,6,0.539,2
104,1,37,2,4,12,2,1,0.658,2
104,1,38,2,4,12,1,2,0.989,2
104,1,39,2,1,5,5,5,1.452,1
104,1,40,2,3,8,1,6,1.015,2
105,1,1,1,2,8,6,1,0.39,1
105,1,2,1,2,7,6,2,0.297,1
105,1,3,1,4,13,1,1,0.395,1
105,1,4,1,3,8,1,6,0.703,1
105,1,5,1,4,11,2,2,0.309,1
105,1,6,1,1,6,4,5,0.404,1
105,1,7,1,4,13,1,1,0.42,1
105,1,8,1,1,6,4,5,0.402,1
105,1,9,1,3,7,2,6,0.44,1
105,1,10,1,1,5,5,5,0.261,1
105,1,11,1,1,6,4,5,0.307,1
105,1,12,1,4,11,2,2,0.413,1
105,1,13,1,3,7,1,7,0.415,1
105,1,14,1,3,7,1,7,0.475,1
105,1,15,1,2,7,7,1,0.238,1
105,1,16,1,2,7,7,1,0.339,1
105,1,17,1,4,12,2,1,0.299,1
105,1,18,1,3,8,1,6,0.561,1
105,1,19,1,1,6,5,4,0.27,1
105,1,20,1,4,11,2,2,1.011,1
105,1,21,1,4,12,2,1,0.602,1
105,1,22,1,1,5,5,5,0.322,1
105,1,23,1,1,6,5,4,0.427,1
105,1,24,1,2,7,6,2,0.378,1
105,1,25,1,3,8,1,6,0.596,1
105,1,26,1,2,7,7,1,0.355,1
105,1,27,1,2,8,6,1,0.677,1
105,1,28,1,4,12,1,2,1.163,1
105,1,29,1,1,5,5,5,0.582,1
105,1,30,1,3,7,1,7,0.317,1
105,1,31,1,3,7,1,7,0.618,1
105,1,32,1,2,7,6,2,0.723,1
105,1,33,1,1,5,5,5,0.257,1
105,1,34,1,1,6,5,4,0.28,1
105,1,35,1,4,13,1,1,0.632,1
105,1,36,1,2,7,7,1,0.359,1
105,1,37,1,3,7,2,6,0.475,1
105,1,38,1,4,12,1,2,0.443,1
105,1,39,1,3,7,2,6,0.291,1
105,1,1,2,1,6,5,4,0.53,1
105,1,2,2,3,7,1,7,0.441,1
105,1,3,2,1,5,5,5,0.341,1
105,1,4,2,3,7,1,7,0.358,1
105,1,5,2,4,11,2,2,0.385,1
105,1,6,2,2,7,7,1,0.376,1
105,1,7,2,2,7,6,2,0.422,1
105,1,8,2,3,8,1,6,1.647,1
105,1,9,2,1,6,4,5,0.618,1
105,1,10,2,4,11,2,2,0.334,1
105,1,11,2,4,13,1,1,1.552,2
105,1,12,2,2,8,6,1,0.357,1
105,1,13,2,2,8,6,1,0.48,1
105,1,14,2,4,13,1,1,0.44,1
105,1,15,2,2,7,7,1,0.407,1
105,1,16,2,2,8,6,1,0.477,1
105,1,17,2,4,12,1,2,0.473,1
105,1,18,2,3,7,2,6,1.222,1
105,1,19,2,3,7,1,7,0.52,1
105,1,20,2,4,12,2,1,0.404,1
105,1,21,2,2,7,6,2,1.429,1
105,1,22,2,3,7,2,6,0.736,1
105,1,23,2,3,7,1,7,0.33,1
105,1,24,2,2,7,7,1,0.812,1
105,1,25,2,3,7,2,6,0.488,1
105,1,26,2,4,11,2,2,0.413,1
105,1,27,2,1,5,5,5,0.297,1
105,1,28,2,4,13,1,1,0.354,1
105,1,29,2,1,6,5,4,0.452,1
105,1,30,2,4,12,2,1,0.314,1
105,1,31,2,1,6,5,4,0.436,1
105,1,32,2,3,8,1,6,0.62,1
105,1,33,2,1,5,5,5,0.309,1
105,1,34,2,2,7,6,2,0.607,1
105,1,35,2,2,7,7,1,0.351,1
105,1,36,2,4,12,1,2,0.453,1
105,1,37,2,3,8,1,6,2.06,1
105,1,38,2,1,6,4,5,0.343,1
105,1,39,2,1,6,4,5,0.477,1
105,1,40,2,1,5,5,5,0.265,1
107,1,1,1,3,7,1,7,0.774,1
107,1,2,1,4,11,2,2,0.78,1
107,1,3,1,3,7,1,7,1.336,1
107,1,4,1,1,6,5,4,0.899,1
107,1,5,1,4,11,2,2,1.018,1
107,1,6,1,3,8,1,6,0.741,1
107,1,7,1,2,7,7,1,1.342,1
107,1,8,1,1,5,5,5,0.715,1
107,1,9,1,4,13,1,1,1.04,1
107,1,10,1,2,7,6,2,0.892,1
107,1,11,1,4,13,1,1,0.959,1
107,1,12,1,2,8,6,1,0.647,1
107,1,13,1,4,12,1,2,0.948,1
107,1,14,1,2,8,6,1,0.622,1
107,1,15,1,4,12,2,1,0.771,1
107,1,16,1,3,7,2,6,0.856,1
107,1,17,1,1,6,4,5,1.145,1
107,1,18,1,3,7,1,7,1.198,1
107,1,19,1,1,5,5,5,1.018,1
107,1,20,1,2,7,7,1,1.026,1
107,1,21,1,1,6,5,4,1.214,1
107,1,22,1,2,8,6,1,0.909,1
107,1,23,1,3,7,2,6,0.949,1
107,1,24,1,2,7,6,2,1.017,1
107,1,25,1,4,11,2,2,1.107,1
107,1,26,1,3,7,1,7,1.071,1
107,1,27,1,4,13,1,1,0.423,1
107,1,28,1,4,12,2,1,1.396,1
107,1,29,1,1,6,5,4,1.527,1
107,1,30,1,4,12,1,2,0.672,1
107,1,31,1,3,7,2,6,1.101,1
107,1,32,1,3,8,1,6,0.756,1
107,1,33,1,2,7,7,1,0.808,1
107,1,34,1,3,8,1,6,1.015,1
107,1,35,1,2,7,6,2,0.535,1
107,1,36,1,1,5,5,5,0.934,1
107,1,37,1,2,7,7,1,1.614,1
